|      t |        U |        B |        V |        R |
| 0.5898 |   1.9907 |  -3.5068 |  -5.5101 |  -6.2624 |
| 0.5925 |   1.9571 |  -3.5376 |  -5.5399 |  -6.2934 |
| 0.5952 |   1.9233 |  -3.5684 |  -5.5696 |  -6.3244 |
| 0.5979 |   1.8892 |  -3.5994 |  -5.5994 |  -6.3554 |
| 0.6006 |   1.8549 |  -3.6305 |  -5.6291 |  -6.3864 |
| 0.6033 |   1.8204 |  -3.6616 |  -5.6589 |  -6.4173 |
|  0.606 |   1.7858 |  -3.6928 |  -5.6887 |  -6.4482 |
| 0.6088 |   1.6901 |  -3.7605 |  -5.7438 |  -6.4946 |
| 0.6115 |   1.6462 |  -3.7993 |  -5.7811 |  -6.5316 |
| 0.6143 |   1.6069 |  -3.8346 |  -5.8131 |  -6.5641 |
| 0.6171 |    1.568 |  -3.8703 |  -5.8477 |  -6.5989 |
| 0.6199 |   1.5265 |  -3.9058 |  -5.8788 |  -6.6305 |
| 0.6227 |    1.489 |  -3.9387 |  -5.9099 |  -6.6617 |
| 0.6255 |   1.4483 |  -3.9731 |  -5.9405 |  -6.6928 |
| 0.6283 |   1.4102 |  -4.0055 |  -5.9701 |  -6.7219 |
| 0.6311 |   1.3716 |  -4.0385 |   -5.999 |  -6.7513 |
|  0.634 |   1.3321 |  -4.0713 |  -6.0289 |  -6.7814 |
| 0.6369 |    1.295 |  -4.1035 |  -6.0583 |  -6.8109 |
| 0.6398 |   1.2575 |  -4.1354 |  -6.0875 |  -6.8403 |
| 0.6427 |   1.2201 |  -4.1669 |  -6.1165 |  -6.8693 |
| 0.6456 |   1.1824 |  -4.1988 |  -6.1458 |  -6.8986 |
| 0.6485 |   1.1224 |  -4.2443 |  -6.1847 |  -6.9331 |
| 0.6514 |   1.0824 |  -4.2779 |  -6.2154 |   -6.964 |
| 0.6544 |   1.0406 |  -4.3129 |  -6.2475 |  -6.9967 |
| 0.6573 |   0.9995 |  -4.3476 |  -6.2787 |  -7.0281 |
| 0.6603 |   0.9499 |  -4.3867 |  -6.3136 |  -7.0615 |
| 0.6633 |   0.9087 |  -4.4212 |  -6.3443 |  -7.0915 |
| 0.6663 |   0.8665 |  -4.4557 |  -6.3756 |  -7.1225 |
| 0.6693 |   0.8264 |  -4.4895 |  -6.4054 |  -7.1522 |
| 0.6723 |   0.7843 |  -4.5237 |  -6.4358 |  -7.1824 |
| 0.6754 |   0.7434 |  -4.5574 |  -6.4655 |  -7.2116 |
| 0.6784 |   0.7008 |  -4.5922 |   -6.496 |   -7.242 |
| 0.6815 |   0.6587 |  -4.6264 |  -6.5266 |  -7.2721 |
| 0.6846 |   0.6175 |  -4.6601 |  -6.5566 |  -7.3015 |
| 0.6877 |   0.5763 |  -4.6937 |  -6.5863 |  -7.3308 |
| 0.6908 |   0.5349 |  -4.7274 |  -6.6162 |  -7.3603 |
| 0.6939 |   0.4931 |  -4.7614 |  -6.6463 |    -7.39 |
| 0.6971 |   0.4512 |  -4.7955 |  -6.6764 |  -7.4199 |
| 0.7002 |    0.409 |  -4.8297 |  -6.7065 |  -7.4497 |
| 0.7034 |   0.3667 |   -4.864 |  -6.7367 |  -7.4794 |
| 0.7066 |   0.3216 |  -4.8997 |  -6.7678 |  -7.5095 |
| 0.7098 |    0.256 |  -4.9461 |  -6.8059 |  -7.5421 |
|  0.713 |   0.2126 |  -4.9812 |  -6.8366 |  -7.5722 |
| 0.7162 |   0.1687 |  -5.0166 |  -6.8677 |  -7.6025 |
| 0.7194 |   0.1241 |  -5.0524 |  -6.8991 |  -7.6331 |
| 0.7227 |   0.0786 |  -5.0886 |  -6.9307 |   -7.664 |
|  0.726 |   0.0324 |  -5.1251 |  -6.9624 |   -7.695 |
| 0.7292 |  -0.0144 |  -5.1616 |   -6.994 |  -7.7259 |
| 0.7325 |  -0.0615 |  -5.1981 |  -7.0255 |  -7.7566 |
| 0.7359 |  -0.1084 |  -5.2344 |  -7.0567 |  -7.7869 |
| 0.7392 |  -0.1552 |  -5.2706 |  -7.0876 |  -7.8168 |
| 0.7425 |  -0.2018 |  -5.3065 |  -7.1183 |  -7.8463 |
| 0.7459 |  -0.2481 |  -5.3422 |  -7.1486 |  -7.8755 |
| 0.7493 |  -0.3199 |  -5.3922 |  -7.1888 |  -7.9091 |
| 0.7527 |  -0.3677 |  -5.4286 |  -7.2196 |  -7.9389 |
| 0.7561 |  -0.4174 |  -5.4663 |  -7.2518 |  -7.9702 |
| 0.7595 |  -0.4648 |  -5.5018 |  -7.2809 |  -7.9982 |
| 0.7629 |  -0.5142 |  -5.5387 |  -7.3117 |  -8.0279 |
| 0.7664 |  -0.5647 |  -5.5762 |  -7.3437 |  -8.0584 |
| 0.7698 |  -0.6201 |  -5.6155 |  -7.3753 |  -8.0869 |
| 0.7733 |  -0.6755 |  -5.6548 |  -7.4071 |  -8.1163 |
| 0.7768 |  -0.7251 |  -5.6919 |  -7.4379 |  -8.1459 |
| 0.7803 |  -0.7753 |  -5.7287 |  -7.4689 |  -8.1751 |
| 0.7839 |  -0.8247 |  -5.7655 |  -7.4994 |  -8.2041 |
| 0.7874 |  -0.8751 |  -5.8024 |  -7.5302 |  -8.2335 |
|  0.791 |  -0.9251 |  -5.8389 |  -7.5608 |  -8.2626 |
| 0.7946 |  -0.9757 |  -5.8758 |  -7.5912 |  -8.2919 |
| 0.7981 |  -1.0268 |  -5.9125 |  -7.6217 |  -8.3211 |
| 0.8018 |  -1.0778 |  -5.9495 |  -7.6523 |  -8.3504 |
| 0.8054 |  -1.1291 |  -5.9866 |  -7.6828 |  -8.3797 |
|  0.809 |  -1.1803 |  -6.0235 |  -7.7133 |  -8.4086 |
| 0.8127 |  -1.2316 |  -6.0605 |  -7.7438 |  -8.4377 |
| 0.8164 |  -1.3075 |  -6.1091 |  -7.7801 |  -8.4678 |
| 0.8201 |  -1.3589 |  -6.1463 |  -7.8107 |  -8.4968 |
| 0.8238 |  -1.4106 |  -6.1836 |  -7.8416 |  -8.5259 |
| 0.8275 |  -1.4625 |  -6.2212 |  -7.8727 |  -8.5551 |
| 0.8312 |   -1.515 |  -6.2589 |  -7.9038 |  -8.5844 |
|  0.835 |   -1.568 |  -6.2968 |  -7.9351 |  -8.6139 |
| 0.8388 |  -1.6215 |  -6.3348 |  -7.9663 |  -8.6435 |
| 0.8426 |  -1.6755 |  -6.3729 |  -7.9975 |  -8.6732 |
| 0.8464 |  -1.7296 |   -6.411 |  -8.0285 |  -8.7027 |
| 0.8502 |  -1.7838 |  -6.4492 |  -8.0595 |  -8.7321 |
| 0.8541 |  -1.8379 |  -6.4873 |  -8.0904 |  -8.7613 |
| 0.8579 |  -1.8916 |  -6.5254 |  -8.1211 |  -8.7901 |
| 0.8618 |  -1.9451 |  -6.5632 |  -8.1517 |  -8.8187 |
| 0.8657 |  -1.9985 |  -6.6009 |  -8.1821 |  -8.8471 |
| 0.8696 |  -2.0704 |  -6.6473 |  -8.2165 |   -8.876 |
| 0.8736 |  -2.1338 |  -6.6895 |  -8.2489 |  -8.9046 |
| 0.8775 |  -2.1876 |  -6.7271 |  -8.2791 |   -8.933 |
| 0.8815 |  -2.2417 |  -6.7648 |  -8.3095 |  -8.9615 |
| 0.8855 |  -2.2959 |  -6.8027 |    -8.34 |  -8.9901 |
| 0.8895 |  -2.3503 |  -6.8407 |  -8.3707 |  -9.0188 |
| 0.8935 |  -2.4049 |  -6.8788 |  -8.4014 |  -9.0477 |
| 0.8975 |  -2.4598 |  -6.9172 |  -8.4322 |  -9.0766 |
| 0.9016 |  -2.5189 |  -6.9575 |  -8.4639 |  -9.1058 |
| 0.9057 |  -2.5873 |  -7.0022 |  -8.4973 |  -9.1352 |
| 0.9098 |  -2.6432 |  -7.0413 |  -8.5288 |  -9.1645 |
| 0.9139 |  -2.6997 |  -7.0807 |  -8.5606 |  -9.1939 |
|  0.918 |  -2.7565 |    -7.12 |  -8.5922 |  -9.2233 |
| 0.9222 |  -2.8131 |   -7.159 |  -8.6232 |  -9.2523 |
| 0.9264 |  -2.8693 |  -7.1972 |  -8.6531 |  -9.2803 |
| 0.9306 |  -2.9259 |  -7.2355 |   -8.683 |  -9.3084 |
| 0.9348 |  -2.9826 |  -7.2739 |  -8.7134 |  -9.3366 |
|  0.939 |  -3.0383 |  -7.3115 |  -8.7431 |   -9.364 |
| 0.9432 |  -3.0934 |  -7.3486 |   -8.772 |  -9.3908 |
| 0.9475 |  -3.1487 |  -7.3859 |  -8.8012 |  -9.4179 |
| 0.9518 |  -3.2052 |  -7.4237 |  -8.8307 |  -9.4452 |
| 0.9561 |  -3.2801 |  -7.4703 |  -8.8639 |   -9.472 |
| 0.9604 |  -3.3344 |  -7.5068 |  -8.8928 |   -9.499 |
| 0.9648 |   -3.389 |  -7.5435 |  -8.9219 |  -9.5262 |
| 0.9691 |  -3.4468 |  -7.5817 |  -8.9516 |  -9.5535 |
| 0.9735 |  -3.5068 |  -7.6207 |  -8.9814 |  -9.5805 |
| 0.9779 |   -3.562 |  -7.6571 |  -9.0102 |  -9.6073 |
| 0.9824 |  -3.6217 |  -7.6959 |  -9.0398 |  -9.6342 |
| 0.9868 |   -3.677 |  -7.7324 |  -9.0687 |  -9.6612 |
| 0.9913 |  -3.7323 |  -7.7691 |  -9.0978 |  -9.6883 |
| 0.9957 |  -3.7878 |  -7.8057 |   -9.127 |  -9.7154 |
| 1.0003 |  -3.8433 |  -7.8424 |  -9.1562 |  -9.7424 |
| 1.0048 |  -3.8991 |  -7.8792 |  -9.1854 |  -9.7694 |
| 1.0093 |  -3.9551 |   -7.916 |  -9.2147 |  -9.7965 |
| 1.0139 |  -4.0113 |  -7.9529 |   -9.244 |  -9.8236 |
| 1.0185 |  -4.0679 |    -7.99 |  -9.2735 |  -9.8508 |
| 1.0231 |  -4.1247 |  -8.0273 |   -9.303 |  -9.8781 |
| 1.0277 |  -4.1816 |  -8.0646 |  -9.3326 |  -9.9054 |
| 1.0324 |  -4.2387 |  -8.1021 |  -9.3622 |  -9.9327 |
|  1.037 |  -4.2959 |  -8.1395 |  -9.3918 |  -9.9599 |
| 1.0417 |  -4.3717 |  -8.1875 |  -9.4241 |  -9.9866 |
| 1.0464 |  -4.4328 |  -8.2282 |  -9.4568 | -10.0153 |
| 1.0512 |  -4.4934 |  -8.2674 |  -9.4873 | -10.0428 |
| 1.0559 |  -4.5531 |  -8.3065 |  -9.5189 | -10.0718 |
| 1.0607 |  -4.6125 |  -8.3451 |  -9.5488 | -10.0998 |
| 1.0655 |  -4.6702 |  -8.3824 |  -9.5776 |  -10.126 |
| 1.0703 |  -4.7288 |  -8.4203 |  -9.6069 | -10.1526 |
| 1.0752 |  -4.7873 |   -8.459 |  -9.6366 |   -10.18 |
|   1.08 |  -4.8463 |  -8.4973 |  -9.6671 | -10.2073 |
| 1.0849 |  -4.9042 |  -8.5358 |   -9.697 | -10.2347 |
| 1.0898 |  -4.9624 |  -8.5733 |  -9.7267 | -10.2613 |
| 1.0948 |  -5.0202 |   -8.611 |  -9.7559 | -10.2878 |
| 1.0997 |  -5.0844 |  -8.6511 |  -9.7853 | -10.3121 |
| 1.1047 |  -5.1499 |  -8.6924 |  -9.8146 | -10.3365 |
| 1.1097 |  -5.2068 |  -8.7296 |  -9.8433 | -10.3628 |
| 1.1147 |  -5.2643 |  -8.7673 |   -9.873 | -10.3899 |
| 1.1198 |  -5.3222 |  -8.8052 |  -9.9028 | -10.4171 |
| 1.1248 |  -5.3801 |  -8.8432 |  -9.9327 | -10.4444 |
| 1.1299 |  -5.4384 |  -8.8814 |  -9.9627 | -10.4717 |
|  1.135 |  -5.4967 |  -8.9196 |  -9.9927 | -10.4989 |
| 1.1402 |  -5.5553 |   -8.958 | -10.0227 |  -10.526 |
| 1.1453 |   -5.614 |  -8.9964 | -10.0528 | -10.5531 |
| 1.1505 |  -5.6729 |   -9.035 |  -10.083 | -10.5803 |
| 1.1557 |  -5.7319 |  -9.0737 | -10.1132 | -10.6074 |
| 1.1609 |   -5.791 |  -9.1123 | -10.1433 | -10.6345 |
| 1.1662 |  -5.8501 |  -9.1509 | -10.1734 | -10.6614 |
| 1.1715 |  -5.9092 |  -9.1894 | -10.2033 | -10.6881 |
| 1.1768 |  -5.9682 |  -9.2279 | -10.2332 | -10.7148 |
| 1.1821 |  -6.0271 |  -9.2663 |  -10.263 | -10.7414 |
| 1.1874 |  -6.0859 |  -9.3046 | -10.2927 | -10.7678 |
| 1.1928 |  -6.1445 |  -9.3428 | -10.3222 | -10.7941 |
| 1.1982 |  -6.2028 |  -9.3807 | -10.3515 | -10.8202 |
| 1.2036 |  -6.2608 |  -9.4184 | -10.3807 |  -10.846 |
| 1.2091 |  -6.3186 |  -9.4559 | -10.4098 | -10.8717 |
| 1.2145 |  -6.3762 |  -9.4934 | -10.4388 | -10.8973 |
|   1.22 |  -6.4337 |  -9.5307 | -10.4678 | -10.9229 |
| 1.2256 |  -6.4909 |   -9.568 | -10.4968 | -10.9484 |
| 1.2311 |  -6.5482 |  -9.6052 | -10.5257 | -10.9738 |
| 1.2367 |   -6.629 |  -9.6567 | -10.5593 | -10.9975 |
| 1.2423 |  -6.6992 |  -9.7018 | -10.5908 | -11.0219 |
| 1.2479 |  -6.7562 |   -9.739 | -10.6197 | -11.0473 |
| 1.2535 |  -6.8133 |  -9.7763 | -10.6488 | -11.0727 |
| 1.2592 |  -6.8704 |  -9.8135 | -10.6778 | -11.0981 |
| 1.2649 |  -6.9276 |  -9.8509 |  -10.707 | -11.1236 |
| 1.2706 |  -6.9849 |  -9.8882 | -10.7361 |  -11.149 |
| 1.2764 |  -7.0422 |  -9.9255 | -10.7653 | -11.1744 |
| 1.2822 |  -7.0995 |  -9.9627 | -10.7943 | -11.1996 |
|  1.288 |   -7.157 |  -9.9999 | -10.8233 | -11.2247 |
| 1.2938 |  -7.2144 | -10.0369 | -10.8521 | -11.2496 |
| 1.2996 |  -7.2718 | -10.0738 | -10.8808 | -11.2744 |
| 1.3055 |  -7.3292 | -10.1106 | -10.9093 | -11.2988 |
| 1.3114 |  -7.3864 | -10.1471 | -10.9376 | -11.3231 |
| 1.3174 |  -7.4434 | -10.1834 | -10.9657 |  -11.347 |
| 1.3233 |  -7.5002 | -10.2194 | -10.9935 | -11.3707 |
| 1.3293 |  -7.5566 |  -10.255 | -11.0209 |  -11.394 |
| 1.3353 |  -7.6126 | -10.2903 | -11.0481 |  -11.417 |
| 1.3414 |  -7.6682 | -10.3252 | -11.0751 | -11.4398 |
| 1.3474 |  -7.7234 | -10.3599 | -11.1018 | -11.4624 |
| 1.3535 |  -7.7784 | -10.3945 | -11.1285 | -11.4849 |
| 1.3597 |  -7.8331 | -10.4289 | -11.1552 | -11.5075 |
| 1.3658 |  -7.8875 | -10.4632 | -11.1818 |   -11.53 |
|  1.372 |  -7.9418 | -10.4975 | -11.2085 | -11.5527 |
| 1.3782 |  -7.9959 | -10.5318 | -11.2352 | -11.5755 |
| 1.3844 |    -8.05 | -10.5661 |  -11.262 | -11.5984 |
| 1.3907 |   -8.156 | -10.6235 | -11.3063 | -11.6212 |
|  1.397 |  -8.2104 | -10.6573 | -11.3306 | -11.6435 |
| 1.4033 |  -8.2571 | -10.6882 | -11.3526 | -11.6648 |
| 1.4097 |  -8.3142 | -10.7256 | -11.3836 | -11.6922 |
|  1.416 |  -8.3735 | -10.7658 | -11.4146 | -11.7212 |
| 1.4224 |  -8.4396 | -10.8042 | -11.4444 | -11.7448 |
| 1.4289 |  -8.4954 | -10.8396 | -11.4712 | -11.7667 |
| 1.4353 |  -8.5475 | -10.8705 | -11.4953 | -11.7856 |
| 1.4418 |  -8.5999 | -10.9025 | -11.5199 | -11.8055 |
| 1.4484 |    -8.65 | -10.9321 | -11.5437 | -11.8239 |
| 1.4549 |  -8.7003 | -10.9614 | -11.5671 |  -11.842 |
| 1.4615 |   -8.751 | -10.9919 | -11.5909 | -11.8617 |
| 1.4681 |  -8.8038 | -11.0265 | -11.6174 | -11.8846 |
| 1.4748 |  -8.8566 | -11.0602 | -11.6442 | -11.9073 |
| 1.4814 |  -8.9081 | -11.0929 | -11.6704 | -11.9299 |
| 1.4881 |  -8.9591 | -11.1253 | -11.6965 | -11.9521 |
| 1.4949 |  -9.0095 | -11.1568 | -11.7222 | -11.9735 |
| 1.5016 |  -9.0596 | -11.1881 | -11.7476 |  -11.995 |
| 1.5084 |  -9.1098 | -11.2199 | -11.7732 | -12.0168 |
| 1.5152 |  -9.1601 |  -11.252 | -11.7992 |  -12.039 |
| 1.5221 |  -9.2103 | -11.2842 | -11.8253 | -12.0615 |
|  1.529 |  -9.2603 | -11.3162 | -11.8513 | -12.0837 |
| 1.5359 |  -9.3099 | -11.3478 | -11.8771 | -12.1057 |
| 1.5429 |  -9.3723 | -11.3833 | -11.9049 |  -12.127 |
| 1.5498 |  -9.4414 | -11.4209 | -11.9337 |  -12.148 |
| 1.5568 |  -9.4904 | -11.4522 | -11.9594 | -12.1699 |
| 1.5639 |  -9.5391 | -11.4834 | -11.9851 | -12.1917 |
|  1.571 |  -9.5876 | -11.5145 | -12.0107 | -12.2136 |
| 1.5781 |   -9.636 | -11.5455 | -12.0364 | -12.2355 |
| 1.5852 |  -9.6841 | -11.5765 | -12.0621 | -12.2575 |
| 1.5924 |  -9.7323 | -11.6074 | -12.0879 | -12.2796 |
| 1.5996 |  -9.7803 | -11.6384 | -12.1136 | -12.3017 |
| 1.6068 |  -9.8282 | -11.6692 | -12.1393 | -12.3237 |
| 1.6141 |  -9.8759 | -11.6998 | -12.1648 | -12.3456 |
| 1.6214 |  -9.9234 | -11.7301 | -12.1901 | -12.3673 |
| 1.6287 |  -9.9705 |   -11.76 |  -12.215 | -12.3886 |
| 1.6361 | -10.0173 | -11.7895 | -12.2397 | -12.4097 |
| 1.6435 | -10.0637 | -11.8186 |  -12.264 | -12.4305 |
| 1.6509 | -10.1099 | -11.8475 | -12.2881 | -12.4511 |
| 1.6584 | -10.1558 | -11.8762 |  -12.312 | -12.4716 |
| 1.6659 | -10.2015 | -11.9047 | -12.3359 | -12.4921 |
| 1.6735 |  -10.247 | -11.9331 | -12.3597 | -12.5125 |
|  1.681 | -10.2922 | -11.9614 | -12.3835 | -12.5331 |
| 1.6886 | -10.3372 | -11.9897 | -12.4074 | -12.5539 |
| 1.6963 | -10.3819 | -12.0181 | -12.4314 | -12.5748 |
|  1.704 | -10.4265 | -12.0465 | -12.4555 | -12.5961 |
| 1.7117 | -10.4709 | -12.0749 | -12.4797 | -12.6175 |
| 1.7194 | -10.5153 | -12.1035 |  -12.504 | -12.6391 |
| 1.7272 | -10.5595 |  -12.132 | -12.5284 | -12.6608 |
|  1.735 | -10.6035 | -12.1604 | -12.5528 | -12.6824 |
| 1.7429 | -10.6474 | -12.1888 | -12.5771 |  -12.704 |
| 1.7507 | -10.6911 | -12.2169 | -12.6014 | -12.7256 |
| 1.7587 | -10.7347 |  -12.245 | -12.6255 |  -12.747 |
| 1.7666 |  -10.778 | -12.2729 | -12.6496 | -12.7684 |
| 1.7746 | -10.8212 | -12.3007 | -12.6736 | -12.7898 |
| 1.7826 | -10.8642 | -12.3284 | -12.6975 | -12.8111 |
| 1.7907 | -10.9069 | -12.3559 | -12.7213 | -12.8324 |
| 1.7988 | -10.9495 | -12.3834 | -12.7451 | -12.8537 |
| 1.8069 | -10.9919 | -12.4107 | -12.7688 |  -12.875 |
| 1.8151 | -11.0341 |  -12.438 | -12.7925 | -12.8962 |
| 1.8233 |  -11.076 | -12.4651 | -12.8161 | -12.9174 |
| 1.8316 | -11.1178 | -12.4922 | -12.8396 | -12.9387 |
| 1.8399 | -11.1594 | -12.5191 | -12.8631 | -12.9599 |
| 1.8482 | -11.2362 | -12.5565 | -12.8909 | -12.9781 |
| 1.8566 | -11.2949 | -12.5885 | -12.9165 | -12.9977 |
|  1.865 | -11.3357 | -12.6152 | -12.9398 | -13.0189 |
| 1.8734 | -11.3763 | -12.6418 | -12.9632 |   -13.04 |
| 1.8819 | -11.4168 | -12.6684 | -12.9866 | -13.0612 |
| 1.8904 | -11.4571 | -12.6949 |   -13.01 | -13.0825 |
| 1.8989 | -11.4972 | -12.7214 | -13.0333 | -13.1038 |
| 1.9075 | -11.5372 |  -12.748 | -13.0568 | -13.1252 |
| 1.9162 | -11.5771 | -12.7745 | -13.0802 | -13.1466 |
| 1.9248 | -11.6168 | -12.8009 | -13.1035 |  -13.168 |
| 1.9335 | -11.6564 | -12.8272 | -13.1267 | -13.1893 |
| 1.9423 | -11.6958 | -12.8532 | -13.1498 | -13.2105 |
| 1.9511 |  -11.735 | -12.8791 | -13.1726 | -13.2314 |
| 1.9599 |  -11.774 | -12.9046 | -13.1952 | -13.2521 |
| 1.9688 | -11.8126 |   -12.93 | -13.2176 | -13.2726 |
| 1.9777 |  -11.851 |  -12.955 | -13.2397 | -13.2929 |
| 1.9866 | -11.8891 | -12.9799 | -13.2617 | -13.3131 |
| 1.9956 | -11.9269 | -13.0047 | -13.2835 | -13.3332 |
| 2.0046 | -11.9644 | -13.0292 | -13.3051 | -13.3533 |
| 2.0137 | -12.0016 | -13.0536 | -13.3267 | -13.3732 |
| 2.0228 | -12.0385 | -13.0779 | -13.3481 | -13.3932 |
|  2.032 |  -12.075 | -13.1021 | -13.3694 | -13.4131 |
| 2.0412 | -12.1113 | -13.1262 | -13.3907 |  -13.433 |
| 2.0504 | -12.1473 | -13.1502 | -13.4119 |  -13.453 |
| 2.0597 | -12.1831 | -13.1742 | -13.4332 |  -13.473 |
|  2.069 | -12.2185 | -13.1983 | -13.4545 | -13.4931 |
| 2.0784 | -12.2538 | -13.2223 | -13.4759 | -13.5134 |
| 2.0878 | -12.2888 | -13.2464 | -13.4974 | -13.5338 |
| 2.0972 | -12.3236 | -13.2706 | -13.5191 | -13.5543 |
| 2.1067 | -12.3583 | -13.2949 | -13.5408 |  -13.575 |
| 2.1162 | -12.3928 | -13.3192 | -13.5625 | -13.5958 |
| 2.1258 | -12.4271 | -13.3434 | -13.5843 | -13.6165 |
| 2.1354 | -12.4614 | -13.3675 |  -13.606 | -13.6372 |
| 2.1451 | -12.4954 | -13.3916 | -13.6276 | -13.6577 |
| 2.1548 | -12.5294 | -13.4155 | -13.6491 | -13.6781 |
| 2.1645 | -12.5631 | -13.4392 | -13.6705 | -13.6984 |
| 2.1743 | -12.5967 | -13.4629 | -13.6917 | -13.7186 |
| 2.1842 |   -12.63 | -13.4864 | -13.7129 | -13.7387 |
| 2.1941 | -12.6633 | -13.5098 |  -13.734 | -13.7587 |
|  2.204 | -12.6963 | -13.5332 | -13.7551 | -13.7787 |
|  2.214 | -12.7377 | -13.5588 | -13.7765 | -13.7966 |
|  2.224 | -12.7928 | -13.5881 | -13.7985 | -13.8112 |
|  2.234 | -12.8253 | -13.6112 | -13.8194 |  -13.831 |
| 2.2442 | -12.8577 | -13.6343 | -13.8403 | -13.8508 |
| 2.2543 | -12.8901 | -13.6575 | -13.8614 | -13.8706 |
| 2.2645 | -12.9224 | -13.6806 | -13.8824 | -13.8904 |
| 2.2748 | -12.9546 | -13.7037 | -13.9035 | -13.9102 |
|  2.285 | -12.9866 | -13.7268 | -13.9246 | -13.9299 |
| 2.2954 | -13.0185 | -13.7498 | -13.9457 | -13.9495 |
| 2.3058 | -13.0504 | -13.7726 | -13.9665 |  -13.969 |
| 2.3162 | -13.0821 | -13.7952 | -13.9872 | -13.9883 |
| 2.3267 | -13.1137 | -13.8176 | -14.0076 | -14.0073 |
| 2.3372 |  -13.145 | -13.8398 | -14.0277 | -14.0262 |
| 2.3478 |  -13.176 | -13.8617 | -14.0475 | -14.0448 |
| 2.3584 | -13.2067 | -13.8834 | -14.0671 | -14.0634 |
| 2.3691 |  -13.237 |  -13.905 | -14.0865 | -14.0818 |
| 2.3798 | -13.2668 | -13.9264 | -14.1057 | -14.1003 |
| 2.3906 | -13.2963 | -13.9477 | -14.1248 | -14.1187 |
| 2.4014 | -13.3254 | -13.9689 | -14.1439 | -14.1372 |
| 2.4122 | -13.3542 | -13.9901 |  -14.163 | -14.1557 |
| 2.4232 | -13.3828 | -14.0112 | -14.1822 | -14.1743 |
| 2.4341 |  -13.411 | -14.0324 | -14.2015 |  -14.193 |
| 2.4451 |  -13.439 | -14.0536 | -14.2209 | -14.2118 |
| 2.4562 | -13.4668 | -14.0748 | -14.2404 | -14.2307 |
| 2.4673 | -13.4945 | -14.0961 | -14.2599 | -14.2497 |
| 2.4785 | -13.5221 | -14.1173 | -14.2795 | -14.2686 |
| 2.4897 | -13.5497 | -14.1385 | -14.2991 | -14.2874 |
|  2.501 | -13.5772 | -14.1595 | -14.3186 | -14.3061 |
| 2.5123 | -13.6046 | -14.1804 |  -14.338 | -14.3246 |
| 2.5236 |  -13.632 | -14.2013 | -14.3573 |  -14.343 |
| 2.5351 | -13.6592 |  -14.222 | -14.3765 | -14.3613 |
| 2.5465 | -13.6863 | -14.2426 | -14.3956 | -14.3795 |
|  2.558 | -13.7133 | -14.2631 | -14.4146 | -14.3977 |
| 2.5696 | -13.7422 | -14.2837 | -14.4334 | -14.4147 |
| 2.5812 |   -13.78 | -14.3049 | -14.4519 | -14.4266 |
| 2.5929 | -13.8066 | -14.3252 | -14.4707 | -14.4446 |
| 2.6047 | -13.8331 | -14.3454 | -14.4895 | -14.4625 |
| 2.6164 | -13.8596 | -14.3657 | -14.5083 | -14.4803 |
| 2.6283 |  -13.886 | -14.3858 | -14.5271 | -14.4981 |
| 2.6402 | -13.9123 | -14.4059 | -14.5458 | -14.5158 |
| 2.6521 | -13.9386 | -14.4259 | -14.5646 | -14.5334 |
| 2.6641 | -13.9649 | -14.4458 | -14.5833 | -14.5509 |
| 2.6762 | -13.9911 | -14.4657 | -14.6019 | -14.5684 |
| 2.6883 | -14.0172 | -14.4854 | -14.6205 | -14.5857 |
| 2.7004 | -14.0432 | -14.5051 | -14.6389 |  -14.603 |
| 2.7127 | -14.0691 | -14.5247 | -14.6573 | -14.6203 |
| 2.7249 | -14.0949 | -14.5443 | -14.6756 | -14.6375 |
| 2.7373 | -14.1205 | -14.5638 | -14.6938 | -14.6547 |
| 2.7497 |  -14.146 | -14.5832 | -14.7119 | -14.6719 |
| 2.7621 | -14.1713 | -14.6026 | -14.7299 |  -14.689 |
| 2.7746 | -14.1963 |  -14.622 | -14.7479 | -14.7062 |
| 2.7871 | -14.2212 | -14.6413 | -14.7658 | -14.7233 |
| 2.7998 | -14.2459 | -14.6605 | -14.7836 | -14.7404 |
| 2.8124 | -14.2703 | -14.6797 | -14.8014 | -14.7576 |
| 2.8251 | -14.2945 | -14.6989 | -14.8191 | -14.7747 |
| 2.8379 | -14.3185 | -14.7181 | -14.8367 | -14.7918 |
| 2.8508 | -14.3423 | -14.7372 | -14.8544 |  -14.809 |
| 2.8637 | -14.3659 | -14.7563 | -14.8719 | -14.8262 |
| 2.8766 | -14.3894 | -14.7753 | -14.8895 | -14.8434 |
| 2.8896 | -14.4128 | -14.7944 | -14.9071 | -14.8605 |
| 2.9027 |  -14.436 | -14.8134 | -14.9247 | -14.8777 |
| 2.9158 | -14.4592 | -14.8324 | -14.9423 | -14.8949 |
|  2.929 | -14.4824 | -14.8514 |   -14.96 |  -14.912 |
| 2.9423 | -14.5054 | -14.8704 | -14.9776 | -14.9291 |
| 2.9556 | -14.5285 | -14.8893 | -14.9953 | -14.9461 |
|  2.969 | -14.5514 | -14.9081 | -15.0129 |  -14.963 |
| 2.9824 | -14.5744 | -14.9269 | -15.0305 | -14.9799 |
| 2.9959 | -14.5973 | -14.9455 |  -15.048 | -14.9966 |
| 3.0095 | -14.6202 | -14.9641 | -15.0654 | -15.0133 |
| 3.0231 |  -14.643 | -14.9827 | -15.0828 |   -15.03 |
