# t        U        B        V        R       
  0.8975 -16.0534 -15.7651 -15.4294 -15.1479
  0.9016 -16.0612 -15.7728 -15.4368 -15.1550
  0.9057 -16.0690 -15.7805 -15.4443 -15.1620
  0.9098 -16.0769 -15.7882 -15.4517 -15.1691
  0.9139 -16.0848 -15.7959 -15.4592 -15.1763
  0.9180 -16.0927 -15.8037 -15.4667 -15.1834
  0.9222 -16.1007 -15.8115 -15.4743 -15.1906
  0.9264 -16.1087 -15.8194 -15.4819 -15.1979
  0.9306 -16.1167 -15.8273 -15.4895 -15.2051
  0.9348 -16.1248 -15.8352 -15.4972 -15.2124
  0.9390 -16.1329 -15.8432 -15.5049 -15.2198
  0.9432 -16.1411 -15.8512 -15.5126 -15.2271
  0.9475 -16.1487 -15.8587 -15.5199 -15.2339
  0.9518 -16.1555 -15.8653 -15.5264 -15.2398
  0.9561 -16.1623 -15.8719 -15.5329 -15.2457
  0.9604 -16.1691 -15.8785 -15.5395 -15.2517
  0.9648 -16.1760 -15.8852 -15.5461 -15.2577
  0.9691 -16.1829 -15.8919 -15.5527 -15.2637
  0.9735 -16.1898 -15.8987 -15.5593 -15.2697
  0.9779 -16.1967 -15.9054 -15.5660 -15.2757
  0.9824 -16.2037 -15.9122 -15.5727 -15.2818
  0.9868 -16.2107 -15.9191 -15.5795 -15.2879
  0.9913 -16.2178 -15.9259 -15.5862 -15.2940
  0.9957 -16.2248 -15.9328 -15.5930 -15.3002
  1.0003 -16.2315 -15.9395 -15.5996 -15.3061
  1.0048 -16.2379 -15.9459 -15.6059 -15.3119
  1.0093 -16.2443 -15.9524 -15.6122 -15.3176
  1.0139 -16.2507 -15.9589 -15.6186 -15.3234
  1.0185 -16.2572 -15.9654 -15.6250 -15.3292
  1.0231 -16.2637 -15.9720 -15.6314 -15.3351
  1.0277 -16.2702 -15.9786 -15.6379 -15.3409
  1.0324 -16.2767 -15.9852 -15.6443 -15.3468
  1.0370 -16.2833 -15.9919 -15.6509 -15.3527
  1.0417 -16.2904 -15.9992 -15.6580 -15.3596
  1.0464 -16.2975 -16.0066 -15.6653 -15.3667
  1.0512 -16.3046 -16.0140 -15.6727 -15.3738
  1.0559 -16.3118 -16.0215 -15.6801 -15.3809
  1.0607 -16.3190 -16.0290 -15.6875 -15.3881
  1.0655 -16.3263 -16.0365 -15.6949 -15.3953
  1.0703 -16.3336 -16.0441 -15.7024 -15.4025
  1.0752 -16.3400 -16.0507 -15.7090 -15.4086
  1.0800 -16.3461 -16.0569 -15.7152 -15.4143
  1.0849 -16.3522 -16.0632 -15.7215 -15.4200
  1.0898 -16.3583 -16.0695 -15.7279 -15.4258
  1.0948 -16.3645 -16.0758 -15.7342 -15.4316
  1.0997 -16.3707 -16.0821 -15.7406 -15.4374
  1.1047 -16.3769 -16.0885 -15.7470 -15.4432
  1.1097 -16.3830 -16.0947 -15.7534 -15.4489
  1.1147 -16.3889 -16.1008 -15.7596 -15.4546
  1.1198 -16.3948 -16.1069 -15.7659 -15.4603
  1.1248 -16.4008 -16.1131 -15.7721 -15.4660
  1.1299 -16.4068 -16.1192 -15.7785 -15.4718
  1.1350 -16.4128 -16.1254 -15.7848 -15.4776
  1.1402 -16.4188 -16.1317 -15.7912 -15.4834
  1.1453 -16.4247 -16.1378 -15.7975 -15.4891
  1.1505 -16.4304 -16.1437 -15.8038 -15.4946
  1.1557 -16.4362 -16.1497 -15.8100 -15.5002
  1.1609 -16.4420 -16.1557 -15.8163 -15.5058
  1.1662 -16.4478 -16.1618 -15.8227 -15.5115
  1.1715 -16.4536 -16.1678 -15.8290 -15.5172
  1.1768 -16.4595 -16.1739 -15.8354 -15.5228
  1.1821 -16.4650 -16.1798 -15.8416 -15.5282
  1.1874 -16.4705 -16.1856 -15.8477 -15.5335
  1.1928 -16.4760 -16.1914 -15.8538 -15.5388
  1.1982 -16.4814 -16.1973 -15.8600 -15.5441
  1.2036 -16.4870 -16.2031 -15.8662 -15.5495
  1.2091 -16.4925 -16.2090 -15.8724 -15.5548
  1.2145 -16.4981 -16.2149 -15.8786 -15.5602
  1.2200 -16.5034 -16.2204 -15.8846 -15.5656
  1.2256 -16.5087 -16.2260 -15.8906 -15.5710
  1.2311 -16.5140 -16.2316 -15.8966 -15.5765
  1.2367 -16.5194 -16.2372 -15.9026 -15.5819
  1.2423 -16.5245 -16.2428 -15.9086 -15.5872
  1.2479 -16.5294 -16.2484 -15.9145 -15.5924
  1.2535 -16.5344 -16.2541 -15.9205 -15.5977
  1.2592 -16.5393 -16.2597 -15.9265 -15.6029
  1.2649 -16.5443 -16.2653 -15.9324 -15.6082
  1.2706 -16.5491 -16.2704 -15.9381 -15.6132
  1.2764 -16.5539 -16.2756 -15.9438 -15.6183
  1.2822 -16.5588 -16.2807 -15.9495 -15.6233
  1.2880 -16.5637 -16.2859 -15.9552 -15.6285
  1.2938 -16.5684 -16.2913 -15.9612 -15.6336
  1.2996 -16.5731 -16.2966 -15.9673 -15.6387
  1.3055 -16.5778 -16.3020 -15.9734 -15.6439
  1.3114 -16.5826 -16.3074 -15.9795 -15.6490
  1.3174 -16.5871 -16.3126 -15.9853 -15.6541
  1.3233 -16.5916 -16.3177 -15.9910 -15.6591
  1.3293 -16.5962 -16.3229 -15.9968 -15.6641
  1.3353 -16.6007 -16.3281 -16.0025 -15.6691
  1.3414 -16.6052 -16.3332 -16.0083 -15.6743
  1.3474 -16.6096 -16.3383 -16.0142 -15.6796
  1.3535 -16.6140 -16.3435 -16.0200 -15.6849
  1.3597 -16.6184 -16.3486 -16.0259 -15.6902
  1.3658 -16.6229 -16.3538 -16.0319 -15.6956
  1.3720 -16.6273 -16.3590 -16.0378 -15.7010
  1.3782 -16.6318 -16.3643 -16.0438 -15.7064
  1.3844 -16.6362 -16.3694 -16.0498 -15.7117
  1.3907 -16.6406 -16.3745 -16.0557 -15.7170
  1.3970 -16.6450 -16.3796 -16.0616 -15.7223
  1.4033 -16.6494 -16.3847 -16.0676 -15.7276
  1.4097 -16.6538 -16.3899 -16.0736 -15.7330
  1.4160 -16.6581 -16.3950 -16.0796 -15.7384
  1.4224 -16.6623 -16.4000 -16.0856 -15.7439
  1.4289 -16.6666 -16.4050 -16.0916 -15.7494
  1.4353 -16.6708 -16.4101 -16.0976 -15.7549
  1.4418 -16.6748 -16.4149 -16.1034 -15.7601
  1.4484 -16.6788 -16.4196 -16.1091 -15.7652
  1.4549 -16.6828 -16.4244 -16.1149 -15.7704
  1.4615 -16.6868 -16.4292 -16.1207 -15.7756
  1.4681 -16.6908 -16.4340 -16.1265 -15.7809
  1.4748 -16.6946 -16.4387 -16.1323 -15.7860
  1.4814 -16.6983 -16.4434 -16.1381 -15.7911
  1.4881 -16.7021 -16.4481 -16.1440 -15.7963
  1.4949 -16.7057 -16.4527 -16.1497 -15.8014
  1.5016 -16.7092 -16.4572 -16.1553 -15.8066
  1.5084 -16.7127 -16.4618 -16.1609 -15.8118
  1.5152 -16.7162 -16.4664 -16.1665 -15.8170
  1.5221 -16.7197 -16.4710 -16.1722 -15.8223
  1.5290 -16.7230 -16.4752 -16.1779 -15.8274
  1.5359 -16.7262 -16.4794 -16.1837 -15.8324
  1.5429 -16.7293 -16.4834 -16.1894 -15.8375
  1.5498 -16.7322 -16.4874 -16.1948 -15.8424
  1.5568 -16.7351 -16.4914 -16.2002 -15.8474
  1.5639 -16.7380 -16.4954 -16.2057 -15.8524
  1.5710 -16.7409 -16.4994 -16.2112 -15.8575
  1.5781 -16.7438 -16.5035 -16.2167 -15.8625
  1.5852 -16.7468 -16.5075 -16.2222 -15.8676
  1.5924 -16.7497 -16.5116 -16.2278 -15.8727
  1.5996 -16.7527 -16.5157 -16.2333 -15.8779
  1.6068 -16.7551 -16.5196 -16.2388 -15.8828
  1.6141 -16.7573 -16.5235 -16.2442 -15.8877
  1.6214 -16.7596 -16.5273 -16.2497 -15.8927
  1.6287 -16.7620 -16.5310 -16.2551 -15.8976
  1.6361 -16.7645 -16.5347 -16.2604 -15.9024
  1.6435 -16.7669 -16.5385 -16.2658 -15.9073
  1.6509 -16.7690 -16.5420 -16.2713 -15.9124
  1.6584 -16.7709 -16.5455 -16.2768 -15.9175
  1.6659 -16.7728 -16.5489 -16.2824 -15.9226
  1.6735 -16.7748 -16.5523 -16.2875 -15.9276
  1.6810 -16.7768 -16.5556 -16.2926 -15.9326
  1.6886 -16.7788 -16.5589 -16.2978 -15.9376
  1.6963 -16.7807 -16.5623 -16.3030 -15.9427
  1.7040 -16.7823 -16.5655 -16.3084 -15.9476
  1.7117 -16.7838 -16.5687 -16.3138 -15.9526
  1.7194 -16.7893 -16.5794 -16.3277 -15.9727
  1.7272 -16.7991 -16.5983 -16.3510 -16.0090
  1.7350 -16.8005 -16.6014 -16.3564 -16.0137
  1.7429 -16.8019 -16.6045 -16.3617 -16.0186
  1.7507 -16.8035 -16.6076 -16.3666 -16.0239
  1.7587 -16.8051 -16.6106 -16.3716 -16.0292
  1.7666 -16.8065 -16.6136 -16.3771 -16.0345
  1.7746 -16.8079 -16.6166 -16.3827 -16.0398
  1.7826 -16.8091 -16.6194 -16.3882 -16.0454
  1.7907 -16.8103 -16.6224 -16.3938 -16.0510
  1.7988 -16.8114 -16.6256 -16.3992 -16.0566
  1.8069 -16.8125 -16.6288 -16.4046 -16.0622
  1.8151 -16.8135 -16.6316 -16.4100 -16.0678
  1.8233 -16.8144 -16.6342 -16.4155 -16.0734
  1.8316 -16.8153 -16.6369 -16.4210 -16.0791
  1.8399 -16.8160 -16.6394 -16.4263 -16.0846
  1.8482 -16.8165 -16.6416 -16.4314 -16.0898
  1.8566 -16.8168 -16.6439 -16.4365 -16.0949
  1.8650 -16.8166 -16.6460 -16.4412 -16.0995
  1.8734 -16.8164 -16.6481 -16.4458 -16.1042
  1.8819 -16.8161 -16.6497 -16.4502 -16.1086
  1.8904 -16.8158 -16.6511 -16.4546 -16.1130
  1.8989 -16.8150 -16.6524 -16.4588 -16.1171
  1.9075 -16.8136 -16.6534 -16.4627 -16.1209
  1.9162 -16.8121 -16.6544 -16.4667 -16.1246
  1.9248 -16.8106 -16.6553 -16.4707 -16.1284
  1.9335 -16.8090 -16.6558 -16.4743 -16.1318
  1.9423 -16.8072 -16.6561 -16.4778 -16.1351
  1.9511 -16.8055 -16.6564 -16.4813 -16.1384
  1.9599 -16.8037 -16.6567 -16.4850 -16.1416
  1.9688 -16.8019 -16.6570 -16.4886 -16.1448
  1.9777 -16.7994 -16.6571 -16.4921 -16.1480
  1.9866 -16.7970 -16.6573 -16.4956 -16.1513
  1.9956 -16.7946 -16.6574 -16.4992 -16.1550
  2.0046 -16.7921 -16.6575 -16.5028 -16.1588
  2.0137 -16.7896 -16.6576 -16.5065 -16.1626
  2.0228 -16.7871 -16.6577 -16.5102 -16.1665
  2.0320 -16.7848 -16.6577 -16.5136 -16.1703
  2.0412 -16.7825 -16.6576 -16.5171 -16.1741
  2.0504 -16.7800 -16.6576 -16.5208 -16.1785
  2.0597 -16.7776 -16.6576 -16.5245 -16.1829
  2.0690 -16.7748 -16.6578 -16.5284 -16.1872
  2.0784 -16.7719 -16.6583 -16.5325 -16.1915
  2.0878 -16.7689 -16.6585 -16.5364 -16.1958
  2.0972 -16.7659 -16.6580 -16.5399 -16.1998
  2.1067 -16.7628 -16.6576 -16.5434 -16.2038
  2.1162 -16.7598 -16.6571 -16.5469 -16.2079
  2.1258 -16.7566 -16.6567 -16.5504 -16.2120
  2.1354 -16.7531 -16.6565 -16.5539 -16.2164
  2.1451 -16.7496 -16.6562 -16.5574 -16.2207
  2.1548 -16.7460 -16.6555 -16.5609 -16.2252
  2.1645 -16.7423 -16.6548 -16.5644 -16.2297
  2.1743 -16.7384 -16.6542 -16.5679 -16.2339
  2.1842 -16.7344 -16.6537 -16.5713 -16.2380
  2.1941 -16.7304 -16.6531 -16.5747 -16.2420
  2.2040 -16.7261 -16.6520 -16.5777 -16.2462
  2.2140 -16.7218 -16.6508 -16.5808 -16.2505
  2.2240 -16.7175 -16.6496 -16.5839 -16.2548
  2.2340 -16.7132 -16.6485 -16.5870 -16.2590
  2.2442 -16.7087 -16.6478 -16.5901 -16.2633
  2.2543 -16.7041 -16.6471 -16.5933 -16.2675
  2.2645 -16.6993 -16.6457 -16.5962 -16.2717
  2.2748 -16.6943 -16.6441 -16.5991 -16.2759
  2.2850 -16.6893 -16.6424 -16.6019 -16.2801
  2.2954 -16.6839 -16.6407 -16.6049 -16.2841
  2.3058 -16.6784 -16.6390 -16.6079 -16.2881
  2.3162 -16.6729 -16.6374 -16.6107 -16.2922
  2.3267 -16.6674 -16.6359 -16.6134 -16.2964
  2.3372 -16.6618 -16.6343 -16.6162 -16.3007
  2.3478 -16.6562 -16.6327 -16.6190 -16.3049
  2.3584 -16.6504 -16.6311 -16.6217 -16.3093
  2.3691 -16.6446 -16.6296 -16.6244 -16.3137
  2.3798 -16.6387 -16.6279 -16.6272 -16.3181
  2.3906 -16.6325 -16.6260 -16.6300 -16.3224
  2.4014 -16.6263 -16.6241 -16.6328 -16.3267
  2.4122 -16.6197 -16.6220 -16.6355 -16.3309
  2.4232 -16.6129 -16.6197 -16.6381 -16.3351
  2.4341 -16.6062 -16.6174 -16.6408 -16.3394
  2.4451 -16.5994 -16.6151 -16.6434 -16.3436
  2.4562 -16.5926 -16.6128 -16.6461 -16.3479
  2.4673 -16.5857 -16.6105 -16.6488 -16.3521
  2.4785 -16.5785 -16.6077 -16.6513 -16.3565
  2.4897 -16.5713 -16.6049 -16.6538 -16.3608
  2.5010 -16.5641 -16.6022 -16.6564 -16.3652
  2.5123 -16.5567 -16.5998 -16.6590 -16.3696
  2.5236 -16.5493 -16.5974 -16.6616 -16.3740
  2.5351 -16.5417 -16.5947 -16.6642 -16.3786
  2.5465 -16.5340 -16.5918 -16.6668 -16.3835
  2.5580 -16.5262 -16.5889 -16.6694 -16.3883
  2.5696 -16.5185 -16.5863 -16.6719 -16.3929
  2.5812 -16.5109 -16.5838 -16.6744 -16.3975
  2.5929 -16.5032 -16.5811 -16.6769 -16.4021
  2.6047 -16.4955 -16.5784 -16.6794 -16.4068
  2.6164 -16.4878 -16.5756 -16.6819 -16.4115
  2.6283 -16.4706 -16.5728 -16.6905 -16.4245
  2.6402 -16.4470 -16.5698 -16.7033 -16.4431
  2.6521 -16.4233 -16.5669 -16.7161 -16.4618
  2.6641 -16.4152 -16.5641 -16.7186 -16.4664
  2.6762 -16.4071 -16.5613 -16.7211 -16.4709
  2.6883 -16.3989 -16.5584 -16.7237 -16.4755
  2.7004 -16.3908 -16.5556 -16.7262 -16.4801
  2.7127 -16.3826 -16.5527 -16.7287 -16.4847
  2.7249 -16.3743 -16.5499 -16.7313 -16.4894
  2.7373 -16.3661 -16.5470 -16.7339 -16.4940
  2.7497 -16.3588 -16.5447 -16.7369 -16.4991
  2.7621 -16.3514 -16.5424 -16.7399 -16.5041
  2.7746 -16.3439 -16.5401 -16.7428 -16.5092
  2.7871 -16.3365 -16.5378 -16.7458 -16.5143
  2.7998 -16.3290 -16.5355 -16.7489 -16.5194
  2.8124 -16.3214 -16.5331 -16.7519 -16.5246
  2.8251 -16.3143 -16.5311 -16.7552 -16.5299
  2.8379 -16.3078 -16.5295 -16.7590 -16.5354
  2.8508 -16.3014 -16.5279 -16.7628 -16.5410
  2.8637 -16.2950 -16.5264 -16.7667 -16.5465
  2.8766 -16.2894 -16.5260 -16.7704 -16.5522
  2.8896 -16.2839 -16.5256 -16.7742 -16.5578
  2.9027 -16.2783 -16.5253 -16.7780 -16.5635
  2.9158 -16.2739 -16.5253 -16.7823 -16.5695
  2.9290 -16.2697 -16.5254 -16.7866 -16.5755
  2.9423 -16.2655 -16.5255 -16.7909 -16.5815
  2.9556 -16.2617 -16.5262 -16.7956 -16.5877
  2.9690 -16.2582 -16.5272 -16.8004 -16.5939
  2.9824 -16.2547 -16.5282 -16.8053 -16.6002
  2.9959 -16.2518 -16.5297 -16.8104 -16.6066
  3.0095 -16.2494 -16.5316 -16.8157 -16.6132
  3.0231 -16.2470 -16.5334 -16.8211 -16.6199
  3.0368 -16.2456 -16.5359 -16.8267 -16.6267
  3.0505 -16.2453 -16.5390 -16.8327 -16.6336
  3.0643 -16.2450 -16.5421 -16.8386 -16.6406
  3.0782 -16.2448 -16.5452 -16.8446 -16.6476
  3.0921 -16.2445 -16.5484 -16.8506 -16.6547
  3.1061 -16.2442 -16.5516 -16.8567 -16.6618
  3.1201 -16.2439 -16.5548 -16.8628 -16.6689
  3.1343 -16.2437 -16.5580 -16.8689 -16.6761
  3.1484 -16.2434 -16.5612 -16.8750 -16.6833
  3.1627 -16.2434 -16.5646 -16.8813 -16.6905
  3.1770 -16.2459 -16.5697 -16.8884 -16.6981
  3.1914 -16.2484 -16.5747 -16.8955 -16.7058
  3.2058 -16.2509 -16.5798 -16.9027 -16.7135
  3.2203 -16.2534 -16.5849 -16.9099 -16.7212
  3.2349 -16.2559 -16.5900 -16.9172 -16.7289
  3.2495 -16.2586 -16.5953 -16.9245 -16.7367
  3.2642 -16.2678 -16.6044 -16.9328 -16.7447
  3.2790 -16.2770 -16.6136 -16.9412 -16.7526
  3.2938 -16.2863 -16.6228 -16.9496 -16.7607
  3.3087 -16.2956 -16.6321 -16.9581 -16.7687
  3.3237 -16.3050 -16.6414 -16.9665 -16.7768
  3.3387 -16.3144 -16.6508 -16.9751 -16.7849
  3.3538 -16.3238 -16.6602 -16.9836 -16.7931
  3.3690 -16.3333 -16.6696 -16.9922 -16.8013
  3.3843 -16.3428 -16.6791 -17.0009 -16.8095
  3.3996 -16.3524 -16.6886 -17.0096 -16.8178
  3.4150 -16.3620 -16.6982 -17.0183 -16.8261
  3.4304 -16.3717 -16.7078 -17.0271 -16.8344
  3.4459 -16.3814 -16.7175 -17.0359 -16.8428
  3.4615 -16.3911 -16.7272 -17.0447 -16.8513
  3.4772 -16.4009 -16.7369 -17.0536 -16.8597
  3.4929 -16.4108 -16.7467 -17.0625 -16.8682
  3.5087 -16.4207 -16.7566 -17.0715 -16.8768
  3.5246 -16.4306 -16.7664 -17.0805 -16.8853
  3.5405 -16.4406 -16.7764 -17.0895 -16.8940
  3.5566 -16.4506 -16.7863 -17.0986 -16.9026
  3.5727 -16.4606 -16.7963 -17.1077 -16.9113
  3.5888 -16.4707 -16.8064 -17.1169 -16.9200
  3.6051 -16.4809 -16.8165 -17.1261 -16.9288
  3.6214 -16.4911 -16.8266 -17.1353 -16.9376
  3.6377 -16.5013 -16.8368 -17.1446 -16.9465
  3.6542 -16.5116 -16.8471 -17.1540 -16.9554
  3.6707 -16.5220 -16.8574 -17.1633 -16.9643
  3.6874 -16.5324 -16.8677 -17.1728 -16.9733
  3.7040 -16.5428 -16.8781 -17.1822 -16.9823
  3.7208 -16.5533 -16.8885 -17.1917 -16.9913
  3.7376 -16.5638 -16.8990 -17.2013 -17.0004
  3.7545 -16.5744 -16.9095 -17.2109 -17.0096
  3.7715 -16.5850 -16.9201 -17.2205 -17.0188
  3.7886 -16.5957 -16.9307 -17.2302 -17.0280
  3.8057 -16.6064 -16.9414 -17.2399 -17.0372
  3.8230 -16.6172 -16.9521 -17.2497 -17.0465
  3.8403 -16.6280 -16.9629 -17.2595 -17.0559
  3.8576 -16.6388 -16.9737 -17.2693 -17.0653
  3.8751 -16.6503 -16.9848 -17.2792 -17.0746
  3.8926 -16.6652 -16.9977 -17.2891 -17.0836
  3.9102 -16.6801 -17.0106 -17.2991 -17.0926
  3.9279 -16.6951 -17.0236 -17.3091 -17.1016
  3.9457 -16.7102 -17.0366 -17.3191 -17.1107
  3.9635 -16.7253 -17.0497 -17.3292 -17.1198
  3.9815 -16.7405 -17.0628 -17.3394 -17.1289
  3.9995 -16.7558 -17.0760 -17.3496 -17.1381
  4.0176 -16.7711 -17.0893 -17.3598 -17.1474
  4.0358 -16.7864 -17.1025 -17.3698 -17.1564
  4.0540 -16.8017 -17.1157 -17.3798 -17.1653
  4.0724 -16.8172 -17.1289 -17.3899 -17.1743
  4.0908 -16.8326 -17.1422 -17.4000 -17.1833
  4.1093 -16.8482 -17.1555 -17.4101 -17.1924
  4.1279 -16.8638 -17.1690 -17.4203 -17.2015
  4.1466 -16.8795 -17.1824 -17.4305 -17.2107
  4.1653 -16.8953 -17.1960 -17.4408 -17.2199
  4.1842 -16.9111 -17.2096 -17.4511 -17.2291
  4.2031 -16.9270 -17.2232 -17.4614 -17.2384
  4.2221 -16.9425 -17.2364 -17.4714 -17.2473
  4.2412 -16.9580 -17.2497 -17.4813 -17.2561
  4.2604 -16.9736 -17.2629 -17.4912 -17.2650
  4.2797 -16.9892 -17.2762 -17.5012 -17.2739
  4.2991 -17.0050 -17.2896 -17.5113 -17.2829
  4.3185 -17.0208 -17.3031 -17.5214 -17.2919
  4.3381 -17.0366 -17.3166 -17.5315 -17.3009
  4.3577 -17.0526 -17.3302 -17.5417 -17.3100
  4.3774 -17.0686 -17.3438 -17.5519 -17.3191
  4.3972 -17.0844 -17.3572 -17.5619 -17.3281
  4.4171 -17.0998 -17.3703 -17.5715 -17.3367
  4.4371 -17.1153 -17.3834 -17.5811 -17.3454
  4.4572 -17.1309 -17.3965 -17.5908 -17.3542
  4.4773 -17.1465 -17.4098 -17.6005 -17.3630
  4.4976 -17.1622 -17.4230 -17.6103 -17.3718
  4.5179 -17.1780 -17.4364 -17.6201 -17.3806
  4.5384 -17.1938 -17.4498 -17.6299 -17.3895
  4.5589 -17.2097 -17.4633 -17.6399 -17.3985
  4.5795 -17.2254 -17.4766 -17.6496 -17.4073
  4.6003 -17.2404 -17.4893 -17.6591 -17.4158
  4.6211 -17.2554 -17.5022 -17.6686 -17.4244
  4.6420 -17.2705 -17.5150 -17.6781 -17.4330
  4.6630 -17.2857 -17.5280 -17.6877 -17.4416
  4.6841 -17.3009 -17.5410 -17.6973 -17.4502
  4.7053 -17.3162 -17.5540 -17.7069 -17.4589
  4.7266 -17.3316 -17.5671 -17.7166 -17.4677
  4.7480 -17.3470 -17.5803 -17.7264 -17.4765
  4.7694 -17.3619 -17.5930 -17.7358 -17.4850
  4.7910 -17.3764 -17.6054 -17.7449 -17.4934
  4.8127 -17.3909 -17.6178 -17.7540 -17.5019
  4.8345 -17.4055 -17.6303 -17.7632 -17.5104
  4.8563 -17.4201 -17.6428 -17.7724 -17.5189
  4.8783 -17.4348 -17.6554 -17.7817 -17.5274
  4.9004 -17.4496 -17.6680 -17.7910 -17.5360
  4.9226 -17.4645 -17.6807 -17.8004 -17.5447
  4.9448 -17.4794 -17.6934 -17.8098 -17.5533
  4.9672 -17.4944 -17.7062 -17.8192 -17.5620
  4.9897 -17.5093 -17.7190 -17.8287 -17.5708
  5.0123 -17.5236 -17.7310 -17.8379 -17.5793
  5.0349 -17.5380 -17.7432 -17.8472 -17.5878
  5.0577 -17.5525 -17.7554 -17.8565 -17.5964
  5.0806 -17.5670 -17.7676 -17.8659 -17.6051
  5.1036 -17.5815 -17.7799 -17.8753 -17.6137
  5.1267 -17.5958 -17.7921 -17.8843 -17.6220
  5.1499 -17.6101 -17.8044 -17.8934 -17.6304
  5.1732 -17.6245 -17.8167 -17.9025 -17.6388
  5.1966 -17.6389 -17.8291 -17.9116 -17.6472
  5.2201 -17.6533 -17.8414 -17.9208 -17.6557
  5.2437 -17.6673 -17.8536 -17.9298 -17.6641
  5.2674 -17.6814 -17.8657 -17.9388 -17.6726
  5.2913 -17.6955 -17.8780 -17.9479 -17.6811
  5.3152 -17.7097 -17.8903 -17.9571 -17.6896
  5.3393 -17.7237 -17.9024 -17.9661 -17.6980
  5.3634 -17.7373 -17.9142 -17.9748 -17.7063
  5.3877 -17.7510 -17.9261 -17.9836 -17.7146
  5.4121 -17.7647 -17.9380 -17.9924 -17.7229
  5.4365 -17.7785 -17.9500 -18.0013 -17.7313
  5.4611 -17.7919 -17.9615 -18.0099 -17.7393
  5.4859 -17.8051 -17.9729 -18.0184 -17.7472
  5.5107 -17.8184 -17.9843 -18.0269 -17.7551
  5.5356 -17.8318 -17.9958 -18.0355 -17.7631
  5.5607 -17.8451 -18.0073 -18.0441 -17.7711
  5.5858 -17.8580 -18.0184 -18.0526 -17.7790
  5.6111 -17.8709 -18.0295 -18.0611 -17.7869
  5.6365 -17.8839 -18.0407 -18.0696 -17.7949
  5.6620 -17.8969 -18.0520 -18.0782 -17.8029
  5.6876 -17.9094 -18.0629 -18.0864 -17.8106
  5.7133 -17.9217 -18.0736 -18.0945 -17.8183
  5.7392 -17.9340 -18.0844 -18.1026 -17.8259
  5.7652 -17.9464 -18.0953 -18.1107 -17.8336
  5.7912 -17.9588 -18.1062 -18.1189 -17.8413
  5.8174 -17.9713 -18.1171 -18.1271 -17.8491
  5.8438 -17.9839 -18.1281 -18.1353 -17.8569
  5.8702 -17.9965 -18.1392 -18.1436 -17.8647
  5.8968 -18.0092 -18.1503 -18.1520 -17.8726
  5.9234 -18.0216 -18.1611 -18.1601 -17.8803
  5.9502 -18.0333 -18.1714 -18.1678 -17.8875
  5.9772 -18.0451 -18.1817 -18.1755 -17.8949
  6.0042 -18.0569 -18.1921 -18.1833 -17.9022
  6.0314 -18.0687 -18.2025 -18.1911 -17.9096
  6.0587 -18.0807 -18.2130 -18.1989 -17.9170
  6.0861 -18.0926 -18.2235 -18.2067 -17.9245
  6.1136 -18.1047 -18.2340 -18.2146 -17.9320
  6.1413 -18.1168 -18.2446 -18.2226 -17.9395
  6.1691 -18.1286 -18.2550 -18.2304 -17.9469
  6.1970 -18.1398 -18.2649 -18.2378 -17.9540
  6.2250 -18.1510 -18.2748 -18.2454 -17.9611
  6.2532 -18.1623 -18.2848 -18.2529 -17.9683
  6.2815 -18.1737 -18.2948 -18.2605 -17.9755
  6.3099 -18.1851 -18.3048 -18.2681 -17.9827
  6.3384 -18.1965 -18.3149 -18.2758 -17.9900
  6.3671 -18.2081 -18.3251 -18.2835 -17.9973
  6.3959 -18.2196 -18.3353 -18.2912 -18.0046
  6.4249 -18.2305 -18.3450 -18.2986 -18.0116
  6.4539 -18.2412 -18.3546 -18.3059 -18.0185
  6.4831 -18.2519 -18.3643 -18.3132 -18.0254
  6.5125 -18.2626 -18.3739 -18.3206 -18.0324
  6.5419 -18.2735 -18.3837 -18.3280 -18.0394
  6.5715 -18.2843 -18.3935 -18.3354 -18.0465
  6.6013 -18.2952 -18.4033 -18.3429 -18.0535
  6.6311 -18.3062 -18.4131 -18.3504 -18.0606
  6.6611 -18.3168 -18.4227 -18.3576 -18.0675
  6.6913 -18.3270 -18.4318 -18.3646 -18.0742
  6.7216 -18.3373 -18.4410 -18.3716 -18.0809
  6.7520 -18.3476 -18.4503 -18.3786 -18.0876
  6.7825 -18.3579 -18.4595 -18.3856 -18.0943
  6.8132 -18.3683 -18.4689 -18.3927 -18.1011
  6.8440 -18.3788 -18.4782 -18.3998 -18.1079
  6.8750 -18.3893 -18.4876 -18.4070 -18.1147
  6.9061 -18.3998 -18.4971 -18.4142 -18.1216
  6.9374 -18.4104 -18.5066 -18.4214 -18.1285
  6.9687 -18.4210 -18.5161 -18.4286 -18.1354
  7.0003 -18.4307 -18.5249 -18.4355 -18.1418
  7.0319 -18.4402 -18.5337 -18.4423 -18.1482
  7.0638 -18.4498 -18.5425 -18.4492 -18.1546
  7.0957 -18.4594 -18.5514 -18.4561 -18.1611
  7.1278 -18.4690 -18.5602 -18.4630 -18.1676
  7.1601 -18.4787 -18.5692 -18.4699 -18.1741
  7.1925 -18.4885 -18.5781 -18.4769 -18.1806
  7.2250 -18.4983 -18.5872 -18.4839 -18.1872
  7.2577 -18.5081 -18.5962 -18.4910 -18.1938
  7.2905 -18.5180 -18.6053 -18.4981 -18.2004
  7.3235 -18.5271 -18.6138 -18.5047 -18.2066
